SET 1,SET 2,SET 3,SET 4,SET 5,Jogadora,Time,Partida,Vencedor,Serviço Err,Serviço Ace,Recepção Tot,Recepção Err,Ataque Exc.,Ataque Err,Ataque Blk,Bloqueio Pts,Fase,Cat,Jogo,VV
5,4,5,6,,KIMBERLY GOMES,FLUMINENSE,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,2,1,,,11,2,4,2,classificatoria,turno,36,0
*,*,*,*,,LETICIA MOURA (L),FLUMINENSE,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,16,,,,,,classificatoria,turno,36,0
3,4,4,5,,MILKA SILVA,SESC RJ FLAMENGO,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,2,,,7,1,1,4,classificatoria,turno,36,0
*,*,*,*,,NATALIA ARAUJO (L),SESC RJ FLAMENGO,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,24,2,,,,,classificatoria,turno,36,0
1,2,2,3,,JUMA SILVA,SESC RJ FLAMENGO,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,,,,4,,,1,classificatoria,turno,36,0
5,6,6,1,,MAIRA CIPRIANO,SESC RJ FLAMENGO,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,23,3,7,3,1,2,classificatoria,turno,36,0
6,1,1,2,,JUCIELY SILVA,SESC RJ FLAMENGO,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,3,,,11,,1,4,classificatoria,turno,36,1
*,*,,,,ARIELE FERREIRA,SESC RJ FLAMENGO,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,,,1,,2,,classificatoria,turno,36,0
4,5,5,6,,SABRINA MACHADO,SESC RJ FLAMENGO,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,3,,,,14,2,3,2,classificatoria,turno,36,0
,,*,*,,GABRIELLA GUIMARAES,SESC RJ FLAMENGO,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,3,,,,,,classificatoria,turno,36,0
2,3,3,4,,YONKAIRA PENA,SESC RJ FLAMENGO,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,2,,21,1,10,2,2,1,classificatoria,turno,36,0
*,*,,,,GIOVANA GASPARINI,SESC RJ FLAMENGO,FLUMINENSE x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,,,,,,,classificatoria,turno,36,0
*,*,,,,TANIELLY STORCH,UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,1,,,,1,,1,,classificatoria,turno,37,0
4,5,5,5,,NATALIA DANIELSKI,UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,3,,30,1,15,2,3,1,classificatoria,turno,37,0
*,*,,*,,JULIANA ODILON,UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,,,3,,1,1,,,classificatoria,turno,37,0
*,,,,,BEATRIZ MORAES,UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,,,,,,,,,classificatoria,turno,37,0
,,*,4,,LAIZA FERREIRA,UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,,1,1,1,9,4,2,,classificatoria,turno,37,0
2,3,3,3,,CAMILA LEITE,UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,3,1,,,4,1,1,3,classificatoria,turno,37,0
3,4,4,,,FRANCIANE RICHTER,UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,2,,,,5,3,2,,classificatoria,turno,37,0
1,2,2,2,,AMANDA SILVA,UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,3,,23,1,10,4,,3,classificatoria,turno,37,0
,*,,,,CAMILA SANTOS,UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,,,,,,,,,classificatoria,turno,37,0
6,1,1,1,,THAIS OLIVEIRA,UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,1,,,,,,,1,classificatoria,turno,37,0
*,*,*,*,,TIFANY NASCIMENTO (L),UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,,,22,1,,,,,classificatoria,turno,37,0
5,6,6,6,,JUSSARA SILVA,UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,,2,1,1,2,1,,1,classificatoria,turno,37,0
,,,*,,JULIA MACHADO (L),UNILIFE-MARINGA,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,,,1,,,,,,classificatoria,turno,37,0
*,1,1,*,,GABRIELA LIMA CORDAL SASSO,CURITIBA VÔLEI,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,3,1,,,1,,,,classificatoria,turno,37,0
5,,*,4,,TAMARA ABILA PAULA,CURITIBA VÔLEI,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,1,,7,,5,3,1,1,classificatoria,turno,37,0
*,5,5,5,,IZADORA STEDILE,CURITIBA VÔLEI,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,4,2,12,1,8,2,2,2,classificatoria,turno,37,1
3,3,3,3,,VALESKA SANTOS MENEZES,CURITIBA VÔLEI,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,3,1,1,,5,1,,1,classificatoria,turno,37,0
4,4,4,*,,GABRIELLA ALEXANDRA GUEDES,CURITIBA VÔLEI,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,2,2,,,9,1,1,1,classificatoria,turno,37,0
2,2,2,2,,NELMAIRA CAROLINA VALDEZ,CURITIBA VÔLEI,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,1,,34,1,14,4,2,,classificatoria,turno,37,0
,,,*,,EMILIA NUNES OLIVEIRA,CURITIBA VÔLEI,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,,,,,,,,,classificatoria,turno,37,0
1,,*,1,,CALI TORI THOMPSON,CURITIBA VÔLEI,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,2,,,,,,,,classificatoria,turno,37,0
6,6,6,6,,MELISSA RANGEL PAEZ,CURITIBA VÔLEI,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,1,,1,,8,1,3,4,classificatoria,turno,37,0
*,*,*,*,,TASSIA STHAEL (L),CURITIBA VÔLEI,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,,,22,2,,,,,classificatoria,turno,37,0
,*,,,,FERNANDA GUIMARÃES,CURITIBA VÔLEI,UNILIFE-MARINGA x CURITIBA VÔLEI,CURITIBA VÔLEI,,,,,,,,,classificatoria,turno,37,0
1,6,6,6,,ANA CRISTINA,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,1,,1,,1,,,1,classificatoria,turno,38,0
*,,*,*,,NATALIA MONTEIRO,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,,,,,2,,2,1,classificatoria,turno,38,0
2,1,1,1,,ALESSANDRA JANUARIA,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,1,1,27,,10,2,2,2,classificatoria,turno,38,0
*,*,*,*,,MAYNARA DEVESA,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,,,,,,,,,classificatoria,turno,38,0
,*,5,5,,ALINE CRISTINA,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,2,,1,,6,,1,1,classificatoria,turno,38,0
4,3,3,3,,ARIANNE TOLENTINO,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,1,3,,,17,9,3,,classificatoria,turno,38,0
3,2,2,2,,EDNA SCHLINDWEIN,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,2,,,,7,3,,1,classificatoria,turno,38,0
6,5,,,,EMILCE SOSA,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,2,,,,2,,,1,classificatoria,turno,38,0
*,*,*,*,,VITORIA TRINDADE (L),BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,,,,,,,,,classificatoria,turno,38,0
*,*,*,*,,SARA DIAS,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,,,,,2,,,1,classificatoria,turno,38,0
5,4,4,4,,ISABELA PAQUIARDI,BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,,,24,2,14,1,3,,classificatoria,turno,38,1
*,*,*,*,,JULIANA PAES (L),BRASÍLIA VÔLEI,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,,,29,1,,,,,classificatoria,turno,38,0
,,*,,,ROSELY NOGUEIRA,ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,,,,,,,,,classificatoria,turno,38,0
6,6,6,1,,CAROLINA LEITE,ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,,2,,,2,,,,classificatoria,turno,38,0
3,3,*,,,EDINARA BRANCHER,ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,2,,,,5,4,3,1,classificatoria,turno,38,0
5,5,5,6,,GABRIELA MARTINS,ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,1,,,,6,1,1,3,classificatoria,turno,38,0
2,2,2,3,,DANIELE OLIVEIRA,ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,3,,,,2,,2,5,classificatoria,turno,38,0
1,1,1,2,,TALIA COSTA,ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,1,,29,1,10,2,2,,classificatoria,turno,38,0
*,*,*,*,,ERICA MOTTA LIMA (L),ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,,,15,,,,,,classificatoria,turno,38,0
,*,3,4,,CAMILA MESQUITA,ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,2,1,,,5,1,,1,classificatoria,turno,38,0
4,4,4,5,,SONALY CIDRÃO,ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,1,,39,5,18,2,,1,classificatoria,turno,38,0
,*,*,*,,ALEXIA COCCO,ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,,,,,,,,,classificatoria,turno,38,0
,,,*,,VITORIA PARISE (L),ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI x ESPORTE CLUBE PINHEIROS,BRASÍLIA VÔLEI,,,1,1,,,,,classificatoria,turno,38,0
6,6,6,5,5,FABIANA CLAUDINO,OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,1,,3,,6,,2,2,classificatoria,turno,39,0
,*,*,*,*,KEYLA RAMALHO,OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,2,1,1,,,,,,classificatoria,turno,39,0
,*,,,,SARAELEN LIMA,OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,,,,,,,,,classificatoria,turno,39,0
3,3,3,2,2,RACHAEL ADAMS,OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,3,,3,,12,3,2,4,classificatoria,turno,39,0
4,4,4,3,3,TIFANNY ABREU,OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,4,,,,27,5,4,1,classificatoria,turno,39,0
5,5,5,4,4,MICHELLE PAVAO,OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,2,1,24,1,8,3,6,1,classificatoria,turno,39,0
,*,*,6,6,KENYA MALACHIAS,OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,2,,1,1,1,,,2,classificatoria,turno,39,0
1,1,1,,,JOSEFA FABIOLA,OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,1,,,,,,,,classificatoria,turno,39,0
,,*,*,,CAMILA BARBOSA,OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,,,,,,,,,classificatoria,turno,39,0
*,*,*,*,*,CAMILA BRAIT (L),OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,,,31,2,1,,,,classificatoria,turno,39,0
2,2,2,1,1,CARLA SANTOS,OSASCO SÃO CRISTOVÃO SAÚDE,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,6,3,32,,11,1,2,1,classificatoria,turno,39,1
,,,,*,MARA LEÃO,SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,,1,,,,,,,classificatoria,turno,39,0
2,1,2,1,1,DANIELLE LINS,SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,2,1,,,,,,1,classificatoria,turno,39,0
3,2,3,2,2,SUELLE OLIVEIRA,SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,,1,32,1,5,2,1,2,classificatoria,turno,39,0
1,6,1,6,6,ADENIZIA FERREIRA,SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,2,,1,1,6,1,3,4,classificatoria,turno,39,0
*,*,*,*,*,NYEME NUNES (L),SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,,,15,1,,,,,classificatoria,turno,39,0
*,,,,,PAMELA SANABIO,SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,,,,,,,,,classificatoria,turno,39,0
,,,*,,SABRINA GROTH,SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,1,,,,,,,,classificatoria,turno,39,0
5,4,5,4,4,NIA REED,SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,2,1,,,21,3,3,2,classificatoria,turno,39,0
6,5,6,5,5,DRUSSYLA COSTA,SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,,,35,1,7,6,4,,classificatoria,turno,39,0
4,3,4,3,3,MAYANY SOUZA,SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,1,,1,1,8,2,,7,classificatoria,turno,39,0
,,,*,,THAISINHA SOUZA,SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE x SESI VOLEI BAURU,OSASCO SÃO CRISTOVÃO SAUDE,,,1,,,,,,classificatoria,turno,39,0
5,5,*,,,ANA CLARA MEDINA,COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,1,9,,4,,6,2,classificatoria,turno,40,0
*,*,*,,,GABRIELLA SILVA (L),COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,14,1,,,,,classificatoria,turno,40,0
3,3,4,,,EMANUELLA DA SILVA,COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,2,,,1,,1,2,classificatoria,turno,40,0
4,4,5,,,AMANDA KAROLINE MARQUES,COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,,,,10,4,1,,classificatoria,turno,40,0
*,*,6,,,JULIA MOURA,COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,,11,1,1,1,1,,classificatoria,turno,40,0
2,2,*,,,GABRIELLE MARCONDES,COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,,27,1,3,3,2,1,classificatoria,turno,40,0
1,1,2,,,AMANDA RODRIGUES SEHN,COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,,,1,,,,classificatoria,turno,40,0
6,6,1,,,LANNA GABRIELLA MACHADO,COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,2,,1,,3,,,4,classificatoria,turno,40,0
,*,3,,,MAYRA VITORIA DE SOUZA,COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,,8,,1,1,2,,classificatoria,turno,40,0
*,*,*,,,DANIELA CECHETTO,COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,,,1,,,,classificatoria,turno,40,0
*,*,*,,,JULIA FAHEL,COUNTRY CLUB VALINHOS,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,1,,,,,,,,classificatoria,turno,40,0
3,4,3,,,MILKA SILVA,SESC RJ FLAMENGO,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,1,,,9,2,,1,classificatoria,turno,40,0
*,*,*,,,NATALIA ARAUJO (L),SESC RJ FLAMENGO,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,6,,,,,,classificatoria,turno,40,0
1,2,1,,,JUMA SILVA,SESC RJ FLAMENGO,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,2,,,,2,,,,classificatoria,turno,40,0
5,6,5,,,MAIRA CIPRIANO,SESC RJ FLAMENGO,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,21,1,8,,3,1,classificatoria,turno,40,1
6,1,6,,,JUCIELY SILVA,SESC RJ FLAMENGO,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,,,8,,3,,classificatoria,turno,40,0
4,5,4,,,SABRINA MACHADO,SESC RJ FLAMENGO,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,2,,,4,4,4,2,classificatoria,turno,40,0
*,*,*,,,GABRIELLA GUIMARAES,SESC RJ FLAMENGO,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,2,1,,,,,,classificatoria,turno,40,0
2,3,2,,,YONKAIRA PENA,SESC RJ FLAMENGO,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,13,,13,4,2,,classificatoria,turno,40,0
*,,*,,,MARCELLE SILVA (L),SESC RJ FLAMENGO,COUNTRY CLUB VALINHOS x SESC RJ FLAMENGO,SESC RJ FLAMENGO,,,,,,,,,classificatoria,turno,40,0
3,2,3,,,LARA NOBRE,FLUMINENSE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,2,,6,1,1,2,classificatoria,turno,41,0
1,6,1,,,BRUNA COSTA,FLUMINENSE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,,,,,,,classificatoria,turno,41,0
*,*,*,,,FRANCINE TOMAZONI,FLUMINENSE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,,,,,,,classificatoria,turno,41,0
2,1,2,,,GABRIELA CANDIDO,FLUMINENSE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,2,,25,1,8,2,,1,classificatoria,turno,41,0
6,5,6,,,LAYS FERNANDA FREITAS,FLUMINENSE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,2,1,,,3,,,5,classificatoria,turno,41,0
,*,*,,,ISABELLA LETICIA ROCHA,FLUMINENSE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,,,,,,,classificatoria,turno,41,0
5,4,5,,,MAYARA BARCELOS,FLUMINENSE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,2,,20,2,9,1,2,1,classificatoria,turno,41,0
*,*,*,,,PAULA MOHR,FLUMINENSE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,4,1,2,1,,,classificatoria,turno,41,0
4,3,4,,,KIMBERLY GOMES,FLUMINENSE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,,,6,1,2,,classificatoria,turno,41,0
*,,,,,STEFANIE TARRAGA (L),FLUMINENSE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,,,,,,,classificatoria,turno,41,0
*,*,*,,,LETICIA MOURA (L),FLUMINENSE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,15,,,,,,classificatoria,turno,41,0
4,4,4,,,BRAYELIN MARTINEZ,DENTIL PRAIA CLUBE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,,,13,1,3,1,classificatoria,turno,41,1
6,6,6,,,JINEIRY MARTINEZ,DENTIL PRAIA CLUBE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,,,5,1,,1,classificatoria,turno,41,0
1,1,1,,,CLAUDIA BUENO,DENTIL PRAIA CLUBE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,2,,,1,,,,classificatoria,turno,41,0
2,2,2,,,ANNE ELISE BUIJS,DENTIL PRAIA CLUBE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,2,1,19,1,9,,3,1,classificatoria,turno,41,0
,*,,,,ARIANE PINTO,DENTIL PRAIA CLUBE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,,,,,,,classificatoria,turno,41,0
5,5,5,,,KASIELY CLEMENTE,DENTIL PRAIA CLUBE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,1,9,,11,,1,,classificatoria,turno,41,0
3,3,3,,,ANA CAROLINA SILVA,DENTIL PRAIA CLUBE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,2,,,,7,,2,2,classificatoria,turno,41,0
,*,*,,,VANESSA JANKE,DENTIL PRAIA CLUBE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,1,,,,,,,,classificatoria,turno,41,0
*,*,*,,,SUELEN  PINTO (L),DENTIL PRAIA CLUBE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,24,,,,,,classificatoria,turno,41,0
,*,,,,LYARA BATISTA,DENTIL PRAIA CLUBE,FLUMINENSE x DENTIL PRAIA CLUBE,DENTIL PRAIA CLUBE,,,,,,,,,classificatoria,turno,41,0
5,5,5,,,CAROL GATTAZ,ITAMBÉ MINAS,ITAMBÉ MINAS x BARUERI VOLLEYBALL CLUB,ITAMBÉ MINAS,,2,1,,8,2,,2,classificatoria,turno,42,0
6,6,6,,,MACRIS  CARNEIRO,ITAMBÉ MINAS,ITAMBÉ MINAS x BARUERI VOLLEYBALL CLUB,ITAMBÉ MINAS,,,,,1,,,1,classificatoria,turno,42,0
1,1,1,,,PRISCILA DAROIT,ITAMBÉ MINAS,ITAMBÉ MINAS x BARUERI VOLLEYBALL CLUB,ITAMBÉ MINAS,1,,20,,5,1,1,,classificatoria,turno,42,0
2,2,2,,,THAISA DAHER,ITAMBÉ MINAS,ITAMBÉ MINAS x BARUERI VOLLEYBALL CLUB,ITAMBÉ MINAS,4,1,,,11,1,1,1,classificatoria,turno,42,0
,*,*,,,KISY CESARIO,ITAMBÉ MINAS,ITAMBÉ MINAS x BARUERI VOLLEYBALL CLUB,ITAMBÉ MINAS,,,,,2,,,,classificatoria,turno,42,0
,*,,,,PRISCILA  HELDES,ITAMBÉ MINAS,ITAMBÉ MINAS x BARUERI VOLLEYBALL CLUB,ITAMBÉ MINAS,,,,,,,,,classificatoria,turno,42,0
4,4,4,,,NERIMAN OZSOY,ITAMBÉ MINAS,ITAMBÉ MINAS x BARUERI VOLLEYBALL CLUB,ITAMBÉ MINAS,1,1,23,,15,1,1,,classificatoria,turno,42,1
*,*,*,,,LEIA  SILVA (L),ITAMBÉ MINAS,ITAMBÉ MINAS x BARUERI VOLLEYBALL CLUB,ITAMBÉ MINAS,,,12,,,,,,classificatoria,turno,42,0
